Nama_Negara,Wilayah,Jenis_Tanaman,year,Suhu_Rata_Rata_C,is_predicted
Australia,Queensland,Sugarcane,1993,20.35,False
Australia,Queensland,Sugarcane,1994,17.07294702113069,True
Australia,Queensland,Sugarcane,1995,25.6,False
Australia,Queensland,Sugarcane,1996,26.057252977883877,True
Australia,Queensland,Sugarcane,1997,26.337543032796958,True
Australia,Queensland,Sugarcane,1998,27.08167714241086,True
Australia,Queensland,Sugarcane,1999,27.962683041876822,True
Australia,Queensland,Sugarcane,2000,28.990560502158882,True
Australia,Queensland,Sugarcane,2001,26.26,False
Australia,Queensland,Sugarcane,2002,27.013817690798334,True
Australia,Queensland,Sugarcane,2003,6.95,False
Australia,Queensland,Sugarcane,2004,21.760681841058144,True
Australia,Queensland,Sugarcane,2005,12.09,False
Australia,Queensland,Sugarcane,2006,16.27398625806816,True
Australia,Queensland,Sugarcane,2007,13.692289607050634,True
Australia,Queensland,Sugarcane,2008,2.08,False
Australia,Queensland,Sugarcane,2009,10.334201756026502,True
Australia,Queensland,Sugarcane,2010,14.66,False
Australia,Queensland,Sugarcane,2011,6.246354062484828,True
Australia,Queensland,Sugarcane,2012,1.01,False
Australia,Queensland,Sugarcane,2013,7.99,False
Australia,Queensland,Sugarcane,2014,3.3838747997970238,True
Australia,Queensland,Sugarcane,2015,6.089046273188048,True
Australia,Queensland,Sugarcane,2016,3.3242785805935955,True
Australia,Queensland,Sugarcane,2017,1.676125722938325,True
Australia,Queensland,Sugarcane,2018,33.04,False
Australia,Queensland,Sugarcane,2019,12.35,False
Australia,Queensland,Sugarcane,2020,3.551919579782262,True
Australia,Queensland,Sugarcane,2021,6.723466849345236,True
Australia,Queensland,Sugarcane,2022,7.862983785841985,True
Australia,Queensland,Sugarcane,2023,8.161641782700464,True
Australia,Queensland,Sugarcane,2024,12.934999999999999,False
Australia,Queensland,Vegetables,1991,9.56,False
Australia,Queensland,Vegetables,1992,12.32,False
Australia,Queensland,Vegetables,1993,34.78,False
Australia,Queensland,Vegetables,1994,33.23,False
Australia,Queensland,Vegetables,1995,33.37590635833507,True
Australia,Queensland,Vegetables,1996,0.08,False
Australia,Queensland,Vegetables,1997,17.509301788822608,True
Australia,Queensland,Vegetables,1998,18.990739201748262,True
Australia,Queensland,Vegetables,1999,21.2,False
Australia,Queensland,Vegetables,2000,22.451989504980958,True
Australia,Queensland,Vegetables,2001,23.34162609836819,True
Australia,Queensland,Vegetables,2002,24.08466159785473,True
Australia,Queensland,Vegetables,2003,25.49307849743837,True
Australia,Queensland,Vegetables,2004,24.355762793613707,True
Australia,Queensland,Vegetables,2005,23.616796299130318,True
Australia,Queensland,Vegetables,2006,4.046666666666667,False
Australia,Queensland,Vegetables,2007,14.540000000000001,False
Australia,Queensland,Vegetables,2008,20.91,False
Australia,Queensland,Vegetables,2009,20.89071384341983,True
Australia,Queensland,Vegetables,2010,21.48301774170528,True
Australia,Queensland,Vegetables,2011,22.02196935992632,True
Australia,Queensland,Vegetables,2012,15.01,False
Australia,Queensland,Vegetables,2013,19.198184187010543,True
Australia,Queensland,Vegetables,2014,17.44,False
Australia,Queensland,Vegetables,2015,13.35,False
Australia,Queensland,Vegetables,2016,33.26,False
Australia,Queensland,Vegetables,2017,19.930265056375404,True
Australia,Queensland,Vegetables,2018,30.31,False
Australia,Queensland,Vegetables,2019,3.99,False
Australia,Queensland,Vegetables,2020,9.71,False
Australia,Queensland,Vegetables,2021,17.803748912551058,True
Australia,Queensland,Vegetables,2022,17.434593465417223,True
Australia,Queensland,Vegetables,2023,20.57878445448415,True
Australia,Queensland,Vegetables,2024,6.445,False
Australia,Queensland,Wheat,1990,7.63,False
Australia,Queensland,Wheat,1991,7.63,True
Australia,Queensland,Wheat,1992,3.79,False
Australia,Queensland,Wheat,1993,3.505897994687906,True
Australia,Queensland,Wheat,1994,2.872320043549078,True
Australia,Queensland,Wheat,1995,2.400399911235402,True
Australia,Queensland,Wheat,1996,1.6716004053354343,True
Australia,Queensland,Wheat,1997,1.2898525202310407,True
Australia,Queensland,Wheat,1998,16.47,False
Australia,Queensland,Wheat,1999,14.375,False
Australia,Queensland,Wheat,2000,13.608345510493681,True
Australia,Queensland,Wheat,2001,13.636350823686534,True
Australia,Queensland,Wheat,2002,32.34,False
Australia,Queensland,Wheat,2003,25.65473218949749,True
Australia,Queensland,Wheat,2004,8.13,False
Australia,Queensland,Wheat,2005,4.69,False
Australia,Queensland,Wheat,2006,16.289239811985922,True
Australia,Queensland,Wheat,2007,-1.39,False
Australia,Queensland,Wheat,2008,22.425,False
Australia,Queensland,Wheat,2009,22.384224361902945,True
Australia,Queensland,Wheat,2010,22.99,False
Australia,Queensland,Wheat,2011,30.78,False
Australia,Queensland,Wheat,2012,27.83,False
Australia,Queensland,Wheat,2013,2.805,False
Australia,Queensland,Wheat,2014,15.204092402065148,True
Australia,Queensland,Wheat,2015,10.36,False
Australia,Queensland,Wheat,2016,16.155167015299565,True
Australia,Queensland,Wheat,2017,10.77,False
Australia,Queensland,Wheat,2018,21.530915869810688,True
Australia,Queensland,Wheat,2019,24.856236707019363,True
Australia,Queensland,Wheat,2020,27.273718599969357,True
Australia,Queensland,Wheat,2021,25.224537981983854,True
Australia,Queensland,Wheat,2022,31.78,False
Australia,Victoria,Barley,1990,4.39,False
Australia,Victoria,Barley,1991,5.86,False
Australia,Victoria,Barley,1992,6.143783461656888,True
Australia,Victoria,Barley,1993,6.637590461457079,True
Australia,Victoria,Barley,1994,19.794999999999998,False
Australia,Victoria,Barley,1995,14.27217607364319,True
Australia,Victoria,Barley,1996,13.947142614465337,True
Australia,Victoria,Barley,1997,14.620366517344063,True
Australia,Victoria,Barley,1998,15.613711005123054,True
Australia,Victoria,Barley,1999,5.98,False
Australia,Victoria,Barley,2000,7.721604996995099,True
Australia,Victoria,Barley,2001,18.74,False
Australia,Victoria,Barley,2002,17.809432707357992,True
Australia,Victoria,Barley,2003,8.27,False
Australia,Victoria,Barley,2004,15.460063338377118,True
Australia,Victoria,Barley,2005,8.54,False
Australia,Victoria,Barley,2006,-1.26,False
Australia,Victoria,Barley,2007,8.279275548225705,True
Australia,Victoria,Barley,2008,10.540000000000001,False
Australia,Victoria,Barley,2009,8.855,False
Australia,Victoria,Barley,2010,9.4612585743772,True
Australia,Victoria,Barley,2011,-0.74,False
Australia,Victoria,Barley,2012,26.41,False
Australia,Victoria,Barley,2013,4.079008920287559,True
Australia,Victoria,Barley,2014,11.57,False
Australia,Victoria,Barley,2015,8.607232287608001,True
Australia,Victoria,Barley,2016,8.17307724430266,True
Australia,Victoria,Barley,2017,10.546058167870509,True
Australia,Victoria,Barley,2018,5.5918207541655125,True
Australia,Victoria,Barley,2019,9.35,False
Australia,Victoria,Barley,2020,9.978511400292975,True
Australia,Victoria,Barley,2021,6.246224935514198,True
Australia,Victoria,Barley,2022,7.345,False
Australia,Victoria,Coffee,1990,25.91,False
Australia,Victoria,Coffee,1991,25.91,True
Australia,Victoria,Coffee,1992,-0.3,False
Australia,Victoria,Coffee,1993,17.6,False
Australia,Victoria,Coffee,1994,14.414829584459005,True
Australia,Victoria,Coffee,1995,12.318131253336531,True
Australia,Victoria,Coffee,1996,28.38,False
Australia,Victoria,Coffee,1997,14.69,False
Australia,Victoria,Coffee,1998,14.692010201261347,True
Australia,Victoria,Coffee,1999,6.27,False
Australia,Victoria,Coffee,2000,8.851644956288633,True
Australia,Victoria,Coffee,2001,9.867602779062064,True
Australia,Victoria,Coffee,2002,10.558697107052726,True
Australia,Victoria,Coffee,2003,9.149230045172878,True
Australia,Victoria,Coffee,2004,9.957864023225577,True
Australia,Victoria,Coffee,2005,15.89,False
Australia,Victoria,Coffee,2006,30.93,False
Australia,Victoria,Coffee,2007,6.75,False
Australia,Victoria,Coffee,2008,20.94,False
Australia,Victoria,Coffee,2009,26.55,False
Australia,Victoria,Coffee,2010,20.08,False
Australia,Victoria,Coffee,2011,15.86,False
Australia,Victoria,Coffee,2012,33.08,False
Australia,Victoria,Coffee,2013,22.51446171452956,True
Australia,Victoria,Coffee,2014,26.415164011027866,True
Australia,Victoria,Coffee,2015,14.73,False
Australia,Victoria,Coffee,2016,27.59039779723502,True
Australia,Victoria,Coffee,2017,16.03,False
Australia,Victoria,Coffee,2018,18.69,False
Australia,Victoria,Coffee,2019,21.736264383031223,True
Australia,Victoria,Coffee,2020,24.15,False
Australia,Victoria,Coffee,2021,16.93,False
Australia,Victoria,Coffee,2022,25.293060724592205,True
Australia,Victoria,Coffee,2023,22.00570648661621,True
Australia,Victoria,Coffee,2024,14.33,False
Australia,Victoria,Corn,1995,34.78,False
Australia,Victoria,Corn,1996,34.78,True
Australia,Victoria,Corn,1997,32.29,False
Australia,Victoria,Corn,1998,31.136722427250955,True
Australia,Victoria,Corn,1999,30.030522970879346,True
Australia,Victoria,Corn,2000,28.900653877005148,True
Australia,Victoria,Corn,2001,28.14,False
Australia,Victoria,Corn,2002,27.108787583953326,True
Australia,Victoria,Corn,2003,13.245000000000001,False
Australia,Victoria,Corn,2004,28.28,False
Australia,Victoria,Corn,2005,23.799999999999997,False
Australia,Victoria,Corn,2006,4.31,False
Australia,Victoria,Corn,2007,5.76,False
Australia,Victoria,Corn,2008,11.674999999999999,False
Australia,Victoria,Corn,2009,7.946856777470527,True
Australia,Victoria,Corn,2010,4.517257512286429,True
Australia,Victoria,Corn,2011,6.51,False
Australia,Victoria,Corn,2012,8.24,False
Australia,Victoria,Corn,2013,8.81,False
Australia,Victoria,Corn,2014,-1.18,False
Australia,Victoria,Corn,2015,2.8494034003447735,True
Australia,Victoria,Corn,2016,-0.27,False
Australia,Victoria,Corn,2017,11.916666666666666,False
Australia,Victoria,Corn,2018,0.7164362440331002,True
Australia,Victoria,Corn,2019,2.3459314643179026,True
Australia,Victoria,Corn,2020,17.455000000000002,False
Australia,Victoria,Corn,2021,2.3165459542992544,True
Australia,Victoria,Corn,2022,12.540000000000001,False
Australia,Victoria,Corn,2023,28.18,False
Australia,Victoria,Corn,2024,24.79,False
Australia,Victoria,Cotton,1991,9.23,False
Australia,Victoria,Cotton,1992,9.23,True
Australia,Victoria,Cotton,1993,30.27,False
Australia,Victoria,Cotton,1994,24.163369803922123,True
Australia,Victoria,Cotton,1995,25.2911069494537,True
Australia,Victoria,Cotton,1996,22.51,False
Australia,Victoria,Cotton,1997,24.579795710243925,True
Australia,Victoria,Cotton,1998,14.33,False
Australia,Victoria,Cotton,1999,16.768371664408875,True
Australia,Victoria,Cotton,2000,18.389689313767025,True
Australia,Victoria,Cotton,2001,19.642366217711896,True
Australia,Victoria,Cotton,2002,20.687337998722676,True
Australia,Victoria,Cotton,2003,21.82834359566204,True
Australia,Victoria,Cotton,2004,20.973926803175896,True
Australia,Victoria,Cotton,2005,-3.89,False
Australia,Victoria,Cotton,2006,4.08,False
Australia,Victoria,Cotton,2007,9.702685934724476,True
Australia,Victoria,Cotton,2008,12.134405835883381,True
Australia,Victoria,Cotton,2009,13.10102020837609,True
Australia,Victoria,Cotton,2010,13.265452257560984,True
Australia,Victoria,Cotton,2011,12.515,False
Australia,Victoria,Cotton,2012,14.99,False
Australia,Victoria,Cotton,2013,19.05,False
Australia,Victoria,Cotton,2014,8.629098712686512,True
Australia,Victoria,Cotton,2015,11.85,False
Australia,Victoria,Cotton,2016,9.329330755395274,True
Australia,Victoria,Cotton,2017,22.424999999999997,False
Australia,Victoria,Cotton,2018,14.39,False
Australia,Victoria,Cotton,2019,19.68,False
Australia,Victoria,Cotton,2020,16.47,False
Australia,Victoria,Cotton,2021,-1.4066666666666665,False
Australia,Victoria,Cotton,2022,26.56,False
Australia,Victoria,Cotton,2023,7.765,False
Australia,Victoria,Cotton,2024,10.020000000000001,False
Australia,Victoria,Fruits,1991,4.28,False
Australia,Victoria,Fruits,1992,-3.96,False
Australia,Victoria,Fruits,1993,31.98,False
Australia,Victoria,Fruits,1994,9.77,False
Australia,Victoria,Fruits,1995,31.16,False
Australia,Victoria,Fruits,1996,13.834999999999999,False
Australia,Victoria,Fruits,1997,32.65,False
Australia,Victoria,Fruits,1998,8.51,False
Australia,Victoria,Fruits,1999,18.4456206700908,True
Australia,Victoria,Fruits,2000,25.16,False
Australia,Victoria,Fruits,2001,23.293333333333333,False
Australia,Victoria,Fruits,2002,20.64417784854104,True
Australia,Victoria,Fruits,2003,28.223576487041154,True
Australia,Victoria,Fruits,2004,25.39,False
Australia,Victoria,Fruits,2005,29.50782572703388,True
Australia,Victoria,Fruits,2006,27.23082274197544,True
Australia,Victoria,Fruits,2007,30.814398257676682,True
Australia,Victoria,Fruits,2008,28.810196602018326,True
Australia,Victoria,Fruits,2009,31.870343445755925,True
Australia,Victoria,Fruits,2010,33.40745094039016,True
Australia,Victoria,Fruits,2011,35.073009675765014,True
Australia,Victoria,Fruits,2012,35.723712971971274,True
Australia,Victoria,Fruits,2013,28.83,False
Australia,Victoria,Fruits,2014,36.08869789879317,True
Australia,Victoria,Fruits,2015,12.03,False
Australia,Victoria,Fruits,2016,31.895490634740987,True
Australia,Victoria,Fruits,2017,31.428924770267976,True
Australia,Victoria,Fruits,2018,35.64102292345166,True
Australia,Victoria,Fruits,2019,28.96,False
Australia,Victoria,Fruits,2020,35.40476801094648,True
Australia,Victoria,Fruits,2021,30.19,False
Australia,Victoria,Rice,1990,24.52,False
Australia,Victoria,Rice,1991,24.52,True
Australia,Victoria,Rice,1992,24.520851703989347,True
Australia,Victoria,Rice,1993,24.521557829255517,True
Australia,Victoria,Rice,1994,2.36,False
Australia,Victoria,Rice,1995,15.0383961472455,True
Australia,Victoria,Rice,1996,4.73,False
Australia,Victoria,Rice,1997,11.695,False
Australia,Victoria,Rice,1998,11.175309647028332,True
Australia,Victoria,Rice,1999,10.530023462846705,True
Australia,Victoria,Rice,2000,9.874759387392196,True
Australia,Victoria,Rice,2001,22.51,False
Australia,Victoria,Rice,2002,12.918180104792206,True
Australia,Victoria,Rice,2003,13.430769585576995,True
Australia,Victoria,Rice,2004,12.123205281048904,True
Australia,Victoria,Rice,2005,13.595492676434056,True
Australia,Victoria,Rice,2006,6.11,False
Australia,Victoria,Rice,2007,13.940564608506751,True
Australia,Victoria,Rice,2008,11.039632352781219,True
Australia,Victoria,Rice,2009,7.27,False
Australia,Victoria,Rice,2010,5.21,False
Australia,Victoria,Rice,2011,13.861782229182312,True
Australia,Victoria,Rice,2012,9.436306093041317,True
Australia,Victoria,Rice,2013,9.949811087254982,True
Australia,Victoria,Rice,2014,9.675605632982474,True
Australia,Victoria,Rice,2015,15.24,False
Australia,Victoria,Rice,2016,-0.505,False
Australia,Victoria,Rice,2017,10.61826225551262,True
Australia,Victoria,Rice,2018,9.391635724545704,True
Australia,Victoria,Rice,2019,23.57,False
Australia,Victoria,Rice,2020,6.28455284445895,True
Australia,Victoria,Rice,2021,23.57,False
Australia,Victoria,Rice,2022,7.066986217010707,True
Australia,Victoria,Rice,2023,15.167006978026306,True
Australia,Victoria,Rice,2024,27.19,False
Australia,Victoria,Soybeans,1991,10.99,False
Australia,Victoria,Soybeans,1992,21.08,False
Australia,Victoria,Soybeans,1993,22.58544902805161,True
Australia,Victoria,Soybeans,1994,25.921124664650215,True
Australia,Victoria,Soybeans,1995,29.0699413816852,True
Australia,Victoria,Soybeans,1996,32.96325655307469,True
Australia,Victoria,Soybeans,1997,16.51,False
Australia,Victoria,Soybeans,1998,18.12746155668052,True
Australia,Victoria,Soybeans,1999,30.82,False
Australia,Victoria,Soybeans,2000,34.78868313905107,True
Australia,Victoria,Soybeans,2001,37.87766142290547,True
Australia,Victoria,Soybeans,2002,41.10682023405257,True
Australia,Victoria,Soybeans,2003,27.715,False
Australia,Victoria,Soybeans,2004,32.86,False
Australia,Victoria,Soybeans,2005,36.275712417749645,True
Australia,Victoria,Soybeans,2006,28.12,False
Australia,Victoria,Soybeans,2007,12.09,False
Australia,Victoria,Soybeans,2008,23.435038796165482,True
Australia,Victoria,Soybeans,2009,13.95,False
Australia,Victoria,Soybeans,2010,24.08376027576442,True
Australia,Victoria,Soybeans,2011,24.89,False
Australia,Victoria,Soybeans,2012,5.88,False
Australia,Victoria,Soybeans,2013,20.462451955571343,True
Australia,Victoria,Soybeans,2014,8.97,False
Australia,Victoria,Soybeans,2015,28.74,False
Australia,Victoria,Soybeans,2016,17.64476191114756,True
Australia,Victoria,Soybeans,2017,15.756560705472046,True
Australia,Victoria,Soybeans,2018,16.847165353731942,True
Australia,Victoria,Soybeans,2019,14.43338126145607,True
Australia,Victoria,Soybeans,2020,18.31874213724682,True
Australia,Victoria,Soybeans,2021,27.65,False
Australia,Victoria,Soybeans,2022,2.68,False
Australia,Victoria,Sugarcane,1993,28.99,False
Australia,Victoria,Sugarcane,1994,9.27,False
Australia,Victoria,Sugarcane,1995,7.546668136555777,True
Australia,Victoria,Sugarcane,1996,-4.47,False
Australia,Victoria,Sugarcane,1997,27.36,False
Australia,Victoria,Sugarcane,1998,17.609754315429484,True
Australia,Victoria,Sugarcane,1999,12.931401823127894,True
Australia,Victoria,Sugarcane,2000,11.097201286841399,True
Australia,Victoria,Sugarcane,2001,-4.91,False
Australia,Victoria,Sugarcane,2002,6.384993654637218,True
Australia,Victoria,Sugarcane,2003,33.76,False
Australia,Victoria,Sugarcane,2004,28.36593118930682,True
Australia,Victoria,Sugarcane,2005,25.741803397539385,True
Australia,Victoria,Sugarcane,2006,25.27,False
Australia,Victoria,Sugarcane,2007,1.9100000000000001,False
Australia,Victoria,Sugarcane,2008,28.09,False
Australia,Victoria,Sugarcane,2009,29.995813017838657,True
Australia,Victoria,Sugarcane,2010,30.351753350493823,True
Australia,Victoria,Sugarcane,2011,8.97,False
Australia,Victoria,Sugarcane,2012,19.04926541685557,True
Australia,Victoria,Sugarcane,2013,4.4,False
Australia,Victoria,Sugarcane,2014,22.789212255417098,True
Australia,Victoria,Sugarcane,2015,26.351331460723536,True
Australia,Victoria,Sugarcane,2016,16.1,False
Australia,Victoria,Vegetables,1990,-1.89,False
Australia,Victoria,Vegetables,1991,33.305,False
Australia,Victoria,Vegetables,1992,31.124867630743466,True
Australia,Victoria,Vegetables,1993,38.332218197689414,True
Australia,Victoria,Vegetables,1994,10.41,False
Australia,Victoria,Vegetables,1995,31.67,False
Australia,Victoria,Vegetables,1996,38.46926380075835,True
Australia,Victoria,Vegetables,1997,43.595537294520035,True
Australia,Victoria,Vegetables,1998,23.25,False
Australia,Victoria,Vegetables,1999,11.75,False
Australia,Victoria,Vegetables,2000,24.34,False
Australia,Victoria,Vegetables,2001,27.071533479155367,True
Australia,Victoria,Vegetables,2002,26.675628994581782,True
Australia,Victoria,Vegetables,2003,26.28838424806455,True
Australia,Victoria,Vegetables,2004,24.888043821264752,True
Australia,Victoria,Vegetables,2005,26.34737332546478,True
Australia,Victoria,Vegetables,2006,25.948048809565577,True
Australia,Victoria,Vegetables,2007,17.425,False
Australia,Victoria,Vegetables,2008,3.02,False
Australia,Victoria,Vegetables,2009,21.69,False
Australia,Victoria,Vegetables,2010,27.03,False
Australia,Victoria,Vegetables,2011,16.76,False
Australia,Victoria,Vegetables,2012,19.170805541362178,True
Australia,Victoria,Vegetables,2013,9.92,False
Australia,Victoria,Vegetables,2014,15.246539993722378,True
Australia,Victoria,Vegetables,2015,17.402036621384823,True
Australia,Victoria,Vegetables,2016,12.577459035476675,True
Australia,Victoria,Vegetables,2017,3.79,False
Australia,Victoria,Vegetables,2018,11.85,False
Australia,Victoria,Vegetables,2019,13.705616290287741,True
Australia,Victoria,Vegetables,2020,5.57,False
Australia,Victoria,Vegetables,2021,1.52,False
Australia,Victoria,Vegetables,2022,7.333080345478853,True
Australia,Victoria,Vegetables,2023,14.585,False
Australia,Victoria,Vegetables,2024,12.83,False
Australia,Victoria,Wheat,1990,0.87,False
Australia,Victoria,Wheat,1991,20.475,False
Australia,Victoria,Wheat,1992,34.09,False
Australia,Victoria,Wheat,1993,33.795718031784475,True
Australia,Victoria,Wheat,1994,21.85,False
Australia,Victoria,Wheat,1995,7.909999999999999,False
Australia,Victoria,Wheat,1996,-3.74,False
Australia,Victoria,Wheat,1997,28.67,False
Australia,Victoria,Wheat,1998,18.95,False
Australia,Victoria,Wheat,1999,21.048785590152516,True
Australia,Victoria,Wheat,2000,23.138681220208902,True
Australia,Victoria,Wheat,2001,25.17196205928004,True
Australia,Victoria,Wheat,2002,25.325639845347347,True
Australia,Victoria,Wheat,2003,7.19,False
Australia,Victoria,Wheat,2004,10.535,False
Australia,Victoria,Wheat,2005,4.99,False
Australia,Victoria,Wheat,2006,14.975637677269074,True
Australia,Victoria,Wheat,2007,14.790197947299713,True
Australia,Victoria,Wheat,2008,16.884313852488955,True
Australia,Victoria,Wheat,2009,17.946989114827204,True
Australia,Victoria,Wheat,2010,15.733956843668821,True
Australia,Victoria,Wheat,2011,12.5,False
Australia,Victoria,Wheat,2012,8.612313481475065,True
Australia,Victoria,Wheat,2013,8.966954957569254,True
Australia,Victoria,Wheat,2014,15.365,False
Australia,Victoria,Wheat,2015,12.711266398931652,True
Australia,Victoria,Wheat,2016,13.266806703081038,True
Australia,Victoria,Wheat,2017,33.695,False
Australia,Victoria,Wheat,2018,17.819478309423715,True
Australia,Victoria,Wheat,2019,14.265555215104797,True
Australia,Victoria,Wheat,2020,11.659648191693233,True
Australia,Victoria,Wheat,2021,4.319999999999999,False
Brazil,North,Barley,1993,19.595,False
Brazil,North,Barley,1994,19.595,True
Brazil,North,Barley,1995,19.596916287521342,True
Brazil,North,Barley,1996,13.81,False
Brazil,North,Barley,1997,5.95,False
Brazil,North,Barley,1998,14.4,False
Brazil,North,Barley,1999,1.57,False
Brazil,North,Barley,2000,13.22,False
Brazil,North,Barley,2001,12.422612313685939,True
Brazil,North,Barley,2002,17.425,False
Brazil,North,Barley,2003,17.497224600432716,True
Brazil,North,Barley,2004,3.95,False
Brazil,North,Barley,2005,10.089249487925029,True
Brazil,North,Barley,2006,8.810298285029399,True
Brazil,North,Barley,2007,7.6997597471207895,True
Brazil,North,Barley,2008,28.33,False
Brazil,North,Barley,2009,8.56,False
Brazil,North,Barley,2010,11.51,False
Brazil,North,Barley,2011,13.225692485142776,True
Brazil,North,Barley,2012,8.874600481144304,True
Brazil,North,Barley,2013,8.49,False
Brazil,North,Barley,2014,12.272726263773674,True
Brazil,North,Barley,2015,25.795,False
Brazil,North,Barley,2016,14.206784096550352,True
Brazil,North,Barley,2017,11.18397211213911,True
Brazil,North,Barley,2018,20.83,False
Brazil,North,Barley,2019,11.711270942759288,True
Brazil,North,Barley,2020,14.045431979460858,True
Brazil,North,Barley,2021,16.831489382858237,True
Brazil,North,Barley,2022,22.03,False
Brazil,North,Barley,2023,7.25,False
Brazil,North,Coffee,1992,1.71,False
Brazil,North,Coffee,1993,1.71,True
Brazil,North,Coffee,1994,0.9849899287178154,True
Brazil,North,Coffee,1995,33.76,False
Brazil,North,Coffee,1996,12.982996478693629,True
Brazil,North,Coffee,1997,12.487156701812369,True
Brazil,North,Coffee,1998,13.486639378286597,True
Brazil,North,Coffee,1999,2.88,False
Brazil,North,Coffee,2000,-0.99,False
Brazil,North,Coffee,2001,7.006747921623768,True
Brazil,North,Coffee,2002,9.71,False
Brazil,North,Coffee,2003,1.34,False
Brazil,North,Coffee,2004,0.94,False
Brazil,North,Coffee,2005,17.435000000000002,False
Brazil,North,Coffee,2006,8.414047624697206,True
Brazil,North,Coffee,2007,15.29,False
Brazil,North,Coffee,2008,11.369116046092929,True
Brazil,North,Coffee,2009,9.67212423520585,True
Brazil,North,Coffee,2010,32.35,False
Brazil,North,Coffee,2011,-0.07,False
Brazil,North,Coffee,2012,17.755461524174553,True
Brazil,North,Coffee,2013,12.112575460963967,True
Brazil,North,Coffee,2014,-3.78,False
Brazil,North,Coffee,2015,9.39,False
Brazil,North,Coffee,2016,11.62,False
Brazil,North,Coffee,2017,10.96,False
Brazil,North,Coffee,2018,11.297511203231656,True
Brazil,North,Coffee,2019,8.655280419366962,True
Brazil,North,Coffee,2020,9.06,False
Brazil,North,Coffee,2021,7.383903306909921,True
Brazil,North,Coffee,2022,11.262855881996634,True
Brazil,North,Coffee,2023,9.500421525186066,True
Brazil,North,Coffee,2024,1.23,False
Brazil,North,Corn,1991,18.36,False
Brazil,North,Corn,1992,20.59,False
Brazil,North,Corn,1993,22.93414641921216,True
Brazil,North,Corn,1994,31.44,False
Brazil,North,Corn,1995,32.7724059526413,True
Brazil,North,Corn,1996,35.24878593880631,True
Brazil,North,Corn,1997,38.53862536604324,True
Brazil,North,Corn,1998,21.715,False
Brazil,North,Corn,1999,5.52,False
Brazil,North,Corn,2000,17.21,False
Brazil,North,Corn,2001,17.50352499580189,True
Brazil,North,Corn,2002,18.026534816207743,True
Brazil,North,Corn,2003,13.69,False
Brazil,North,Corn,2004,14.978580043799274,True
Brazil,North,Corn,2005,5.97,False
Brazil,North,Corn,2006,0.85,False
Brazil,North,Corn,2007,5.415239354712355,True
Brazil,North,Corn,2008,6.351230152772315,True
Brazil,North,Corn,2009,7.546834089314229,True
Brazil,North,Corn,2010,28.93,False
Brazil,North,Corn,2011,10.535,False
Brazil,North,Corn,2012,5.829019122058221,True
Brazil,North,Corn,2013,4.3061660109582265,True
Brazil,North,Corn,2014,2.9066777419038443,True
Brazil,North,Corn,2015,3.1263064020282405,True
Brazil,North,Corn,2016,14.68,False
Brazil,North,Corn,2017,9.298023976162206,True
Brazil,North,Corn,2018,7.764149067295125,True
Brazil,North,Corn,2019,34.06,False
Brazil,North,Cotton,1990,28.96,False
Brazil,North,Cotton,1991,28.96,True
Brazil,North,Cotton,1992,28.959552741695635,True
Brazil,North,Cotton,1993,28.96189634976097,True
Brazil,North,Cotton,1994,18.93,False
Brazil,North,Cotton,1995,20.31726903151321,True
Brazil,North,Cotton,1996,2.5,False
Brazil,North,Cotton,1997,34.97,False
Brazil,North,Cotton,1998,21.02,False
Brazil,North,Cotton,1999,27.18,False
Brazil,North,Cotton,2000,18.47,False
Brazil,North,Cotton,2001,34.32,False
Brazil,North,Cotton,2002,-2.92,False
Brazil,North,Cotton,2003,5.37,False
Brazil,North,Cotton,2004,11.278157389650575,True
Brazil,North,Cotton,2005,13.662484578126639,True
Brazil,North,Cotton,2006,26.73,False
Brazil,North,Cotton,2007,8.08,False
Brazil,North,Cotton,2008,13.829084081261811,True
Brazil,North,Cotton,2009,6.303326616629987,True
Brazil,North,Cotton,2010,8.987269389284732,True
Brazil,North,Cotton,2011,15.41,False
Brazil,North,Cotton,2012,11.023338935258472,True
Brazil,North,Cotton,2013,9.07,False
Brazil,North,Cotton,2014,17.42,False
Brazil,North,Cotton,2015,9.169695726307515,True
Brazil,North,Cotton,2016,6.095832104323558,True
Brazil,North,Cotton,2017,8.025666944946696,True
Brazil,North,Cotton,2018,7.215373124681426,True
Brazil,North,Cotton,2019,8.110306346329402,True
Brazil,North,Cotton,2020,8.715364271877306,True
Brazil,North,Cotton,2021,7.514981082795325,True
Brazil,North,Cotton,2022,1.46,False
Brazil,North,Cotton,2023,18.43,False
Brazil,North,Cotton,2024,11.94,False
Brazil,North,Fruits,1991,5.27,False
Brazil,North,Fruits,1992,5.27,True
Brazil,North,Fruits,1993,5.269638897875836,True
Brazil,North,Fruits,1994,29.77,False
Brazil,North,Fruits,1995,15.823265063918537,True
Brazil,North,Fruits,1996,12.55,False
Brazil,North,Fruits,1997,13.940723588834828,True
Brazil,North,Fruits,1998,23.259999999999998,False
Brazil,North,Fruits,1999,1.41,False
Brazil,North,Fruits,2000,25.5,False
Brazil,North,Fruits,2001,23.651387330541347,True
Brazil,North,Fruits,2002,21.30832137827508,True
Brazil,North,Fruits,2003,22.938462458721546,True
Brazil,North,Fruits,2004,29.40025691439057,True
Brazil,North,Fruits,2005,28.83893015273043,True
